area_sqft,bedrooms,bathrooms,floors,age_years,location_score,price
3110,1,4,3,7,3.56,19056136
2423,1,2,2,20,4.1,14383359
898,3,3,2,40,6.71,7112370
3641,2,4,1,18,2.03,21202059
524,1,1,1,33,1.53,2884255
1140,3,3,1,38,9.38,9878264
2114,4,4,1,42,8.19,14791047
1406,5,2,2,22,3.5,10314347
424,1,3,3,12,6.75,6560548
3546,4,4,2,41,6.33,20399634
3231,1,4,1,46,7.69,19383148
4425,2,1,2,38,8.73,25513705
3271,3,4,3,27,4.22,19465914
2317,1,1,2,5,6.95,15042136
2715,3,2,3,11,8.22,18111952
4890,1,4,1,2,7.29,28553041
3396,2,4,2,47,9.3,20308833
1909,2,2,1,19,5.45,12454644
1017,4,4,1,40,8.22,8347217
3861,2,4,3,41,9.19,24163844
1316,3,3,3,44,6.01,9485066
3865,2,1,1,7,1.16,20363002
4770,1,4,3,25,8.36,28482713
2260,2,4,3,37,8.61,14989822
1348,3,1,1,27,4.6,8593573
1657,1,3,1,34,3.06,10007257
3726,4,1,3,43,9.8,22421810
415,4,4,1,40,5.96,5134389
2395,4,2,1,40,5.65,14939669
2101,1,2,3,42,9.51,14449505
2446,4,3,2,37,4.67,14975876
1920,2,3,2,1,8.63,14137981
3250,1,4,1,6,7.31,20090608
4092,1,3,3,40,9.71,24917998
3241,1,4,1,24,4.86,19130412
1277,5,2,3,49,9.17,10781028
3366,3,3,1,31,6.12,19516180
1083,5,4,1,11,5.28,9423695
540,5,1,3,10,3.75,5640937
1853,5,3,1,9,5.97,13688935
4878,3,4,2,34,6.15,27839224
1312,5,4,2,43,9.09,11871916
486,4,1,3,3,7.34,7514042
2181,1,2,1,41,8.44,13568127
4886,1,1,2,1,7.92,29315747
730,2,4,3,43,3.49,5003955
538,4,1,3,27,2.85,4756400
2645,3,1,3,42,3.33,14548427
375,1,4,2,45,2.32,2193114
1656,5,2,2,46,4.47,10712095
2630,2,1,2,13,6.89,16919229
4986,2,1,2,43,5.83,26808976
2202,1,3,1,28,7.11,13509011
4313,4,3,2,1,4.2,26203244
4970,2,4,3,33,2.85,27531883
2359,1,4,1,32,2.82,13443306
440,4,4,2,19,6.41,6238124
2089,1,3,1,46,2.48,9903721
3926,1,4,3,29,4.57,21997107
316,4,1,2,41,2.92,3193754
4648,4,1,1,25,6.96,26483521
764,4,2,2,19,6.54,7725967
4771,1,4,1,0,4.43,27938172
2127,2,1,1,0,2.16,12155059
3328,3,1,3,24,2.91,18812780
819,3,2,3,32,5.25,6313752
389,1,1,2,22,9.75,6469871
3151,1,2,2,10,3.44,18513029
3143,2,2,1,43,2.72,16283237
2184,4,3,3,14,2.99,14312410
4471,1,1,3,13,7.37,25647728
1225,5,3,1,0,9.23,12987968
4034,4,1,3,32,1.68,21791389
1269,1,3,3,5,7.74,11016077
1394,5,2,1,22,5.45,10210073
3495,2,2,2,25,8.43,21444423
1704,5,2,2,2,4.79,12848834
3664,1,2,2,45,1.05,18386054
4590,3,1,1,5,7.15,28131157
4282,1,4,2,39,8.27,24998962
4623,3,1,1,24,9.12,27136127
4313,2,3,1,46,6.12,24290126
4856,2,1,3,16,2.1,25869106
3392,4,1,3,27,4.33,19835202
4459,4,3,2,31,8.06,26361167
2374,3,2,1,28,5.45,14611158
584,3,3,2,22,7.29,6169515
1487,2,3,2,40,1.04,7250449
4269,5,4,3,15,1.66,24477727
3265,3,4,2,31,7.13,20273373
4619,3,2,2,25,3.61,25320026
1083,5,3,3,32,4.49,9094979
1249,4,3,2,47,6.78,8144957
4239,4,3,2,18,2.01,23936529
344,3,1,1,40,8.49,5528977
2110,4,4,2,16,2.3,13858202
4866,4,4,3,37,7.6,28801485
2381,4,2,3,13,3.63,15754486
3798,2,4,1,17,3.34,20921421
1129,1,4,3,20,8.39,9444107
2209,3,2,3,45,5.97,13276149
2881,3,3,3,38,2.85,16043382
991,2,1,2,41,1.02,5005572
4319,1,2,1,47,9.76,23896418
1231,1,4,1,38,4.88,7826222
3706,2,2,1,27,4.58,21143442
447,5,4,1,19,1.45,4636636
1332,5,3,3,5,9.05,12281104
1611,1,3,2,25,2.27,8624613
687,5,3,3,5,4.02,8339958
3421,5,4,3,38,4.79,21109834
2173,5,2,3,25,8.29,15393498
3888,1,4,3,16,4.24,22814801
1215,5,3,1,39,5.78,9501979
2178,3,3,1,1,4.86,14221120
4048,1,3,2,20,3.81,22714671
577,2,4,3,6,9.52,9090125
2277,5,1,1,43,8.17,14708425
2159,4,3,2,19,2.57,13270644
3336,1,2,3,2,5.99,20740804
3671,2,3,3,35,8.17,21632531
2482,3,4,1,42,6.22,15732786
4975,2,2,3,43,5.44,26843608
1470,5,4,3,18,1.65,10143364
789,4,1,1,29,1.95,5252445
2825,5,1,2,10,3.21,17908849
1482,2,4,2,12,5.62,11184907
4779,1,3,1,32,9.89,27575402
4558,4,2,1,37,8.22,25684479
2788,4,3,2,47,1.99,15071682
2176,2,4,2,1,7.46,15871869
2762,5,4,1,45,8.29,17228392
1930,2,3,1,22,4.73,12508707
587,4,2,1,49,3.97,3777781
4582,2,2,3,48,6.26,24642188
2207,4,2,1,19,5.67,14837229
1461,5,2,3,49,3.39,9292413
429,1,2,2,29,4.58,4066404
2663,1,1,2,14,5.9,16139482
443,2,1,1,1,6.22,5864364
315,4,4,1,29,5.79,4653485
544,1,1,2,24,8.61,6120696
1226,4,2,2,3,1.29,9425990
3478,5,2,2,0,4.0,21136781
2476,2,2,2,7,7.75,15638692
1186,4,4,1,13,6.87,10305603
640,2,4,3,10,9.26,9516920
2351,4,3,2,23,6.29,15521021
3698,4,1,2,23,6.74,22243041
4250,5,1,3,31,7.34,25325023
605,2,3,1,24,2.68,4404981
1207,3,3,3,45,7.78,10022099
2954,4,1,1,27,3.7,16831273
4092,4,2,1,15,4.82,24425405
4342,1,1,1,41,1.13,21287630
1671,2,2,1,38,8.59,11586799
620,3,4,1,15,9.58,8015540
4954,5,1,2,35,1.54,26646499
4359,3,1,1,11,6.72,25591196
1431,5,4,2,11,9.65,13633875
2878,3,4,1,33,6.46,18523530
4342,3,4,2,37,8.18,25769238
3667,2,4,3,19,2.06,20648117
1117,1,4,3,46,3.2,7105781
311,3,3,2,14,4.11,5131831
494,4,3,1,21,9.83,7571427
2837,4,4,2,15,8.04,19163164
3142,4,4,2,23,8.97,21170651
2529,1,4,1,2,5.38,16171326
3309,3,4,3,0,7.45,22197533
2377,5,2,2,43,7.58,14839922
4167,5,2,3,46,6.12,24675419
743,2,4,3,37,8.9,7459361
597,1,4,3,16,2.42,5501614
1144,3,1,2,40,1.52,6543567
1315,4,4,2,20,3.74,10742274
1684,1,4,1,44,1.79,8845443
1697,1,3,1,46,1.54,8153696
853,3,2,2,47,4.77,5903693
2650,2,4,1,12,2.8,15385852
4816,2,2,3,1,8.11,29885258
1569,2,2,3,1,6.22,12074407
1560,4,1,2,42,4.25,10479044
484,4,2,3,24,3.58,4874321
4863,3,2,2,27,6.07,28780349
2710,2,4,2,47,4.91,15022793
4731,3,3,2,48,1.5,23787692
2509,2,4,3,25,6.99,16121326
3972,1,4,2,34,5.5,21926039
4983,5,3,2,27,3.49,28046619
2181,5,3,1,32,3.61,13087441
4596,2,1,3,17,5.08,25337482
821,3,3,2,13,8.45,8681467
2187,4,4,1,40,4.81,14521780
2852,2,3,2,8,8.56,18719234
4109,2,3,3,43,4.82,22566755
4455,4,3,1,29,8.47,26204439
4973,2,2,1,2,9.38,30397214
4716,1,1,2,33,1.19,23785277
3779,4,2,2,32,1.56,21150551
1709,1,2,3,26,2.21,9558379
1994,5,1,3,8,2.1,13273122
4964,4,2,2,12,5.09,29178485
826,4,3,1,29,7.88,8097519
2960,3,1,3,15,9.65,20065597
2472,3,2,3,41,4.76,13711711
579,4,4,1,25,7.2,7397880
3264,5,2,2,4,6.72,21598985
4277,2,4,3,45,4.54,22921181
2969,3,3,1,26,7.49,18073396
3193,5,4,3,14,6.33,20909527
2051,5,2,1,27,7.84,13996211
4281,3,2,3,2,2.74,24700276
2661,2,2,2,40,4.24,15110866
4727,3,1,1,0,7.04,27323870
4431,5,1,3,0,2.12,25232931
2008,1,2,3,5,7.93,15415721
2986,3,2,1,10,2.2,17565195
3195,5,3,1,49,3.92,17134080
4835,3,1,2,45,3.14,24835443
3076,5,1,1,15,1.55,16695444
1419,2,1,3,32,3.44,9192947
3288,5,4,2,23,9.2,22062185
4559,4,2,1,31,1.24,24056521
4543,1,3,3,9,1.15,25171407
494,5,3,1,24,7.34,6840903
962,3,2,3,9,4.3,8466996
779,3,2,3,12,3.07,7317382
4518,5,3,2,0,5.58,27313229
1723,4,4,2,34,3.4,10451495
3008,5,3,1,13,4.53,19848876
3475,2,4,2,20,7.44,21181344
4114,4,4,1,47,2.05,20509373
2314,5,1,2,37,9.64,15715422
4089,1,2,2,0,1.38,22158864
2743,4,1,1,19,8.26,19128817
1211,5,4,2,4,7.52,12238071
3513,1,3,2,39,3.54,18624756
2664,5,1,2,43,2.06,14149050
3929,2,3,2,31,8.67,23904494
3772,3,4,1,0,7.12,24583883
980,5,3,3,44,3.62,7446571
4951,4,1,1,40,1.15,25725487
909,5,4,1,39,9.45,10100083
2456,5,2,1,44,4.64,14532915
4166,5,1,2,1,2.59,24062274
671,5,1,2,30,9.21,7824227
915,4,2,3,46,4.23,7143457
2553,4,4,2,45,5.17,15747844
4438,5,2,3,25,7.29,26780407
1164,3,1,3,8,8.37,10547436
1568,5,4,2,29,1.9,9845782
1084,4,3,3,45,9.09,9556313
4871,2,1,1,7,9.39,28711724
4478,5,3,1,4,3.33,26158215
2537,5,2,1,38,5.48,16123557
4354,5,4,3,3,8.72,28292600
1235,5,2,3,39,5.39,9112028
4280,1,3,1,35,5.34,23407304
2638,5,1,2,20,6.57,17801065
625,4,4,1,32,7.91,8240597
1834,4,2,2,25,6.99,12537355
3780,1,3,2,39,6.64,21907489
4161,5,3,3,38,4.35,24095733
2285,3,1,3,10,6.67,15025891
4903,5,3,2,20,1.93,26698504
3078,4,4,2,47,4.69,18194379
1570,2,3,2,21,2.7,10157026
940,2,1,3,48,5.84,5519052
4378,3,2,1,36,3.36,22968513
4961,5,4,2,6,5.55,30091615
1667,1,2,3,41,8.0,11599256
4342,5,2,1,12,4.91,25823281
2875,3,3,3,19,2.97,16012049
3903,3,3,1,14,3.01,21808725
1881,3,1,3,37,9.16,12779769
2286,2,3,1,33,8.03,15188062
2540,5,3,2,35,1.33,14148761
4266,5,2,3,45,9.48,25989053
2405,1,4,1,24,2.01,13464833
428,3,3,1,28,6.88,5057491
4296,3,4,1,46,5.96,24355310
1151,4,3,2,27,1.42,8155340
4403,4,3,3,13,3.66,26045902
2376,2,1,1,3,7.98,16480311
3294,5,3,2,37,3.76,18977217
4044,1,1,2,6,5.32,23042409
3056,1,2,2,12,7.28,19724953
1944,3,4,2,16,1.64,12885160
4671,1,3,2,28,8.49,26721590
3444,3,1,2,16,1.37,18323681
542,5,2,2,35,3.36,4482721
4385,1,3,3,18,7.87,25541621
470,3,1,3,25,9.21,6998643
952,5,1,2,44,7.84,7537537
3812,5,2,1,8,3.04,22145919
1799,3,3,1,1,9.87,14776996
2399,3,3,1,19,4.72,15169847
2458,2,4,2,22,4.39,15043417
2272,5,3,1,17,8.79,16999890
4225,3,1,3,25,1.6,22507186
2558,5,4,3,24,6.0,17340251
4339,1,4,3,16,9.69,27787219
2335,4,3,3,38,1.9,13353259
3571,4,4,2,48,5.87,20737317
1157,3,1,3,9,2.19,9471938
4123,3,1,1,24,9.01,24693925
1349,5,2,1,45,6.29,10295140
4290,3,1,3,27,3.11,24008688
598,5,2,3,25,3.76,5624882
1223,3,4,3,11,5.65,10549183
4532,5,2,1,43,7.53,26391951
4606,3,3,1,48,5.39,25406621
3099,2,2,3,18,2.7,17230517
4362,5,3,1,22,7.37,26011965
4345,2,4,1,13,2.07,24397938
2102,2,2,2,16,8.28,14316416
3013,2,1,3,14,4.56,17776548
4806,2,3,3,20,6.87,27215080
3153,1,4,2,37,4.1,17039600
2957,4,1,2,29,7.02,18220868
4822,1,3,1,18,9.0,28289940
3646,3,4,2,31,7.31,22175411
1771,3,4,3,28,7.04,12855155
3249,4,1,3,21,7.82,21126903
1241,4,4,3,19,5.5,11027766
2207,4,2,1,37,2.98,12278054
1543,2,4,1,37,8.34,10413998
4723,1,3,3,35,6.84,26660476
1766,3,3,3,0,3.82,13318731
4257,1,3,1,18,3.48,22938917
2266,1,2,1,42,5.5,12626693
675,1,1,2,25,2.87,5057871
562,4,2,1,6,8.9,8874294
4662,4,2,1,33,8.1,27384789
3688,3,2,3,35,3.77,20466777
3695,3,4,3,5,1.44,21208581
2244,3,1,3,36,1.47,12169196
2193,1,4,2,21,3.67,13326291
3934,4,2,1,8,2.33,22783803
1952,2,3,2,42,8.86,13405844
4441,1,2,1,28,4.79,23380041
4192,5,1,1,49,4.13,22440778
899,1,3,3,16,2.96,7382110
2212,4,1,1,12,8.57,14737950
1592,5,2,2,16,8.13,12439098
900,1,1,3,9,4.46,6781960
680,4,4,2,24,2.52,6339502
4513,4,3,2,17,9.57,27893451
3937,2,1,3,48,3.84,20629382
2463,1,3,1,43,7.94,15138102
4655,4,3,2,14,5.17,27486894
1398,3,2,1,26,8.03,10521107
665,4,2,3,18,5.33,6949244
2870,2,3,1,14,9.33,19132487
3719,4,1,1,44,8.2,22552716
2776,1,3,3,6,3.34,16659661
1090,1,2,1,42,4.87,6956433
3869,5,1,2,39,1.91,21016906
1046,1,3,2,15,9.13,10379741
612,5,2,2,23,1.62,5699103
4933,3,3,1,22,1.16,26207231
1220,2,3,2,10,5.47,10035015
1377,3,3,1,23,6.43,11702531
3129,5,1,1,4,3.01,18629789
2681,4,2,1,38,6.13,15954586
3918,4,2,1,47,9.06,22538982
1097,3,4,3,29,6.64,9434399
4743,4,3,2,15,5.1,27373410
572,5,3,2,19,2.3,5199941
3310,2,4,1,28,2.52,18211772
2073,1,3,3,16,5.36,12875210
2847,5,1,1,18,5.17,18381788
3464,5,4,2,25,5.7,21970280
1246,1,2,2,14,5.57,10140862
2965,1,3,3,24,4.07,18430511
806,2,2,1,14,7.26,7069729
543,2,3,3,19,2.91,4998482
805,2,4,1,29,8.67,8739205
4817,4,2,3,20,2.75,27369738
3458,5,3,2,46,4.74,20215937
3890,1,1,3,34,2.9,19836546
2172,5,4,2,43,6.57,14578135
4093,5,3,2,5,5.3,25764716
1492,2,3,1,36,4.37,9085728
4725,2,3,3,10,5.28,27005575
1764,5,4,3,22,4.79,12748296
690,2,3,3,43,8.7,6646750
4776,4,3,3,38,2.12,25714130
3677,1,2,1,8,8.14,21873187
972,5,2,1,17,6.9,10140804
2860,1,4,1,45,4.13,15170188
1511,4,4,2,35,9.27,11806254
1229,2,1,2,39,2.59,6629995
1839,3,3,2,47,3.79,10795982
1212,4,2,1,35,4.37,7529723
943,3,2,2,27,6.83,7910455
4822,1,3,3,18,9.52,28836585
801,5,3,2,29,6.34,7654020
1029,2,4,1,37,8.71,8348134
1583,4,1,1,14,9.14,13394739
2418,2,1,1,43,5.2,13933321
4852,3,4,1,11,5.25,28615529
4686,3,4,3,1,3.25,27613202
4136,5,2,2,8,6.41,24949548
1219,3,4,2,34,2.08,7715243
4350,5,1,1,0,6.71,27461406
2639,4,2,2,45,9.04,16355225
1055,5,1,3,30,7.85,9072142
2169,3,3,1,27,6.84,14515889
4772,1,1,2,44,8.55,26760212
807,5,2,2,36,7.57,8303557
1736,2,1,2,6,5.77,12448752
2875,1,2,2,45,5.69,15399508
3726,5,2,1,15,1.96,21459168
858,2,4,1,49,4.91,5544319
3402,1,1,3,13,5.7,20260444
4816,5,4,1,32,5.23,27460988
3922,4,4,2,5,7.98,25194604
4699,2,1,2,20,2.45,26240155
4357,4,2,2,9,8.15,26402550
4015,3,3,3,31,7.67,23674332
1601,5,1,1,5,9.11,14283308
2455,5,4,1,1,4.36,17790002
992,2,4,1,38,2.59,6480634
4650,5,2,2,48,7.83,26568189
1778,3,4,2,26,6.3,12214788
556,5,3,2,13,7.41,8425237
2730,1,4,3,22,9.97,18584041
741,4,2,3,38,2.75,5193961
2181,3,1,2,20,4.7,14220046
2946,3,2,3,40,2.73,15996985
4120,4,4,3,29,8.75,24943443
4977,4,2,3,24,1.15,26754555
2035,3,4,1,23,2.22,12089949
4035,4,2,3,10,3.23,23018567
2945,2,1,2,34,7.94,17954416
318,4,4,1,3,6.66,6980066
1424,1,3,3,36,4.5,7710105
4285,1,3,2,35,2.43,22892670
2954,2,3,3,12,3.89,18378390
2380,4,3,2,8,7.69,17118268
1847,1,4,2,27,4.44,11165902
1161,5,4,3,45,5.16,9139593
454,4,1,3,15,6.48,6463288
3794,2,2,1,5,9.22,23792022
1204,4,4,3,26,3.25,8714961
1569,3,3,2,9,5.03,11795756
704,3,4,1,22,3.79,6949866
1143,1,3,2,20,5.2,7837233
2082,3,1,2,25,7.27,14123264
1864,2,2,3,44,5.34,10762296
1484,1,4,2,2,8.51,12783047
1046,2,2,3,42,5.98,7759999
2025,2,3,2,34,4.47,11595847
3488,3,3,1,6,8.04,22792124
570,3,2,3,26,4.88,5881228
4256,2,1,1,41,5.64,23588017
471,3,2,3,32,9.95,6996018
573,3,2,1,3,8.08,8039845
2606,3,4,3,25,8.7,18123780
1458,4,4,1,7,6.34,12835446
2006,2,3,1,19,4.13,11673459
2071,5,4,3,16,9.92,15995381
721,2,1,3,4,3.2,6383667
1509,1,1,2,48,8.86,10170646
4975,3,1,2,8,9.2,29227098
1190,3,3,3,7,8.36,11362577
3567,5,1,3,6,2.03,20620161
1773,1,1,1,36,8.69,11044336
3543,4,4,1,35,6.97,21316299
4778,2,3,2,2,7.13,28997962
2481,4,2,2,7,8.08,18612091
1749,1,1,2,4,5.41,13066243
3396,5,4,1,4,3.4,21712369
3556,1,2,1,16,6.17,20959699
3456,5,1,1,46,1.98,18067870
1890,4,2,2,26,7.07,13452563
4539,4,2,3,39,5.35,25509059
4281,1,3,2,38,5.52,23972548
1735,1,3,1,48,2.67,9692884
523,3,1,2,11,1.37,3930682
519,5,1,2,27,6.5,6196384
4574,3,3,2,3,6.93,28270764
1954,2,1,2,27,5.48,12148580
4828,2,1,1,24,7.89,27339636
564,1,3,2,49,6.07,5077552
1253,4,2,1,35,8.63,9962700
4824,2,1,2,41,3.59,25434827
4033,2,4,1,2,3.19,23232107
3074,3,3,3,30,3.35,18768387
3424,3,1,1,36,1.27,18203781
779,2,1,1,11,9.11,8273858
3814,1,3,3,36,9.99,23254741
1653,3,4,3,36,8.35,12748421
3622,2,4,3,3,4.71,21984637
4178,4,3,3,29,4.19,23708328
1189,3,4,3,37,7.97,10352479
4154,2,1,3,41,5.59,22703264
1224,5,4,2,37,9.46,10451355
2470,3,1,2,26,3.52,14640259
2202,5,2,3,21,3.91,14856119
2695,3,4,1,0,9.99,19657637
328,3,2,1,47,9.8,4773481
334,5,3,3,42,8.97,6872239
3889,1,4,2,37,4.64,21428140
2970,2,1,2,19,8.54,18876093
3665,1,4,1,17,3.55,20603981
888,1,3,3,5,3.29,8083591
3518,2,3,2,48,5.92,19688988
3438,4,1,3,11,8.74,22707411
1203,1,4,3,16,1.88,7938942
4386,1,2,1,21,6.09,24673579
2469,1,3,3,17,6.49,15782551
639,4,3,3,9,6.22,8227730
4570,3,1,1,23,2.97,24082572
2014,5,4,2,19,1.58,12968863
4992,5,2,3,11,9.05,30696909
4846,4,4,1,3,6.17,28941147
856,1,4,2,41,7.91,7517116
3387,5,2,3,4,4.28,21297314
3566,4,1,2,25,1.38,18835368
3867,2,3,1,35,3.34,20328583
2356,5,1,3,15,1.66,14444424
4199,2,1,1,4,1.7,22533710
1316,1,4,1,25,2.93,7423413
2362,5,2,3,18,6.7,16851877
1138,4,3,1,5,8.36,10615100
1937,3,4,2,23,8.39,14212841
4621,5,3,1,30,9.44,27672837
3796,5,4,3,30,6.91,23022631
2113,5,2,3,6,1.18,13757071
3779,5,3,2,9,4.4,22777231
1751,4,3,3,38,2.0,10293308
2613,4,1,1,21,8.0,16359114
1814,3,4,1,13,2.08,12476873
1531,4,4,3,27,1.95,10214070
1945,4,4,2,41,1.25,11673171
3299,1,1,2,21,9.6,21223768
3740,1,1,3,31,8.07,22421795
4356,2,3,1,10,4.0,24606186
605,3,4,3,13,4.39,6803927
3836,1,4,3,30,1.53,19843808
2023,3,3,2,43,2.42,11276982
1989,3,3,1,3,3.8,12842842
1817,5,3,2,44,4.49,12287310
4217,3,2,2,21,6.58,25215393
719,5,2,1,28,4.15,6716427
3236,2,3,1,34,9.59,19885297
4162,2,1,1,12,4.09,23880053
4529,2,1,3,19,9.47,26442555
1750,5,4,1,18,7.57,13775212
3396,5,2,3,14,9.1,22846572
3561,2,2,2,25,7.33,22101547
1464,5,3,1,19,6.12,10920029
2169,4,3,3,35,5.58,14754923
2119,4,3,3,5,3.62,15121765
3005,5,3,3,14,3.68,19452734
3815,5,3,3,3,3.01,22892285
1642,1,1,2,5,4.47,11272802
2526,1,1,1,1,2.14,15037345
1379,3,3,1,35,4.49,9238089
4506,3,1,1,49,8.5,25408429
4863,3,3,1,14,8.83,29540036
3079,2,3,1,11,6.79,19092272
2828,4,2,1,39,3.31,15437399
1113,2,1,3,43,3.16,6817154
2331,5,1,1,40,3.5,13104066
622,1,2,3,6,5.5,6825878
3269,5,1,2,21,9.79,21070166
1203,5,2,3,7,1.98,9200152
1841,1,4,2,41,5.5,12008195
3803,5,1,1,10,7.14,23829641
2953,3,3,2,1,3.21,18895094
2776,1,2,2,29,9.72,18659217
3640,5,3,3,3,4.14,23208651
4543,3,3,3,24,9.39,27940277
1441,3,1,2,20,6.38,10606113
1149,4,2,2,24,1.04,7254411
666,3,4,1,8,3.8,6639516
3197,2,3,3,7,1.19,18811666
1389,1,3,2,4,4.43,10326141
4341,1,4,3,45,9.39,25689912
2338,1,2,1,27,8.01,15718402
3160,5,1,1,1,6.58,21698617
4570,5,3,2,20,5.85,27439881
2154,2,1,1,48,4.35,11907664
4983,3,2,2,7,2.9,27725037
794,5,4,3,33,1.56,6664859
3482,3,1,3,22,2.71,19020198
2084,3,2,2,14,4.16,13534103
3810,5,1,2,26,5.68,22013712
4086,5,1,2,1,2.84,23370581
4430,2,3,3,27,9.77,27019101
1298,4,1,3,10,1.69,8527253
4769,1,3,1,45,1.85,23616939
1751,5,2,1,20,7.14,13379077
2051,5,2,3,41,7.8,14653675
2580,3,3,3,31,9.75,18686595
4958,4,4,2,31,5.77,27403954
3234,5,1,3,6,2.49,19086064
4034,4,2,3,21,9.44,24505059
3646,1,2,1,13,9.82,22223951
2173,3,4,1,12,9.31,16601328
4834,2,2,2,20,8.84,28491464
4103,1,3,1,21,1.7,20894047
2279,4,4,2,33,8.69,16186848
998,4,2,3,9,9.58,11695369
1612,1,4,3,0,5.97,11971804
3262,4,4,2,0,7.95,22500865
3238,2,2,1,23,6.95,20269031
2600,2,2,1,2,3.59,15544679
3497,4,2,3,30,6.29,21009338
426,4,4,1,42,9.0,5544709
1491,2,3,2,40,5.47,10319759
2939,4,3,3,12,6.31,19577758
4689,5,1,1,3,5.78,27652762
4216,3,2,3,22,3.54,23553057
1666,5,3,3,5,6.79,14314473
1319,4,1,1,33,5.59,8431328
4379,4,1,2,40,3.09,22921637
4814,3,2,1,17,9.06,28904361
4839,4,1,1,35,9.55,28761078
984,3,3,1,25,1.5,6648125
3929,2,1,1,32,6.6,21411603
3187,3,1,1,32,4.74,18480299
1762,3,3,1,24,5.73,12642164
4386,5,1,2,16,4.36,25876536
2561,4,1,3,2,5.27,17173162
4480,2,4,2,21,3.91,24829332
3141,1,1,1,48,2.06,16001163
2067,3,1,2,34,3.72,11789159
4480,1,4,3,3,7.03,27179550
3860,4,4,2,27,1.45,21792914
2412,3,4,1,12,4.44,16220731
926,1,2,3,29,1.38,5021719
4459,5,2,1,46,4.21,24880138
3714,1,3,1,11,1.79,20014656
1675,5,1,3,2,4.06,12950111
1481,2,3,3,20,8.54,12301842
790,4,2,1,39,6.52,6893026
4029,1,1,2,0,7.14,23617819
3834,3,1,3,17,5.53,22077942
3596,4,4,2,12,9.3,24396739
2240,1,2,2,6,5.87,14978778
4708,3,1,3,12,1.94,26045290
2182,3,4,2,16,9.4,16230582
3287,3,1,3,44,2.2,16977145
3459,3,2,3,31,9.99,22226156
4830,1,3,3,28,4.92,26404823
981,2,3,3,44,1.66,5747755
1373,5,1,2,29,8.78,10840061
2687,5,4,2,10,1.84,16814500
2694,5,4,3,13,2.57,16737530
2993,2,4,3,9,4.76,18883717
1670,3,2,3,7,7.09,12540874
4640,3,3,3,30,2.09,25635863
2456,4,3,1,5,6.6,16307050
2880,5,1,2,18,8.02,19734628
4691,5,3,2,18,2.11,26142099
2459,3,4,3,11,6.83,17438477
3548,5,2,1,38,9.63,22474208
4031,3,4,1,49,9.71,23678804
4129,3,4,1,17,2.45,22919065
1927,3,3,3,2,7.84,15645671
3772,1,2,1,8,8.62,23338684
327,1,2,3,5,9.0,6498613
2285,1,4,1,0,3.91,14539438
4453,1,1,3,41,3.43,22920385
1821,2,3,3,39,1.43,10705171
596,4,1,2,28,4.6,6372212
2481,4,4,3,48,2.12,14651202
3702,3,3,1,34,8.08,23017298
2596,5,1,2,34,2.29,14344359
2897,1,1,1,29,8.37,17568303
1201,4,1,3,34,1.97,7144275
1398,4,3,2,38,5.33,10269470
1977,1,1,3,21,4.46,11989975
3181,2,2,3,42,6.41,18106829
1678,2,4,1,27,5.67,11161736
1548,4,3,1,17,6.39,11527682
4035,2,2,1,31,1.01,21032497
4541,1,1,2,4,2.15,24931649
1564,4,4,1,33,5.65,10727337
2207,1,1,3,30,3.07,12667687
1358,2,2,2,45,1.69,7180698
3049,1,1,1,32,2.96,15500400
2348,2,3,1,3,8.02,16126026
4548,2,2,1,13,5.88,25632283
2776,1,3,3,14,2.71,16572745
4316,2,4,1,19,1.14,23876430
4903,3,3,3,19,4.22,26319977
3497,1,3,2,48,4.22,17876222
4886,3,1,1,34,7.62,28176809
3853,1,1,3,3,9.27,24129612
4740,2,2,1,17,4.35,26766063
2061,2,4,1,23,7.19,14121491
520,4,2,2,26,6.71,6540458
4923,4,4,2,32,4.8,28284077
3188,3,4,3,24,1.59,18012525
1964,2,3,3,4,5.26,13452272
4286,4,1,3,17,4.19,24893081
4876,2,4,2,44,5.95,26557956
3277,1,1,3,45,2.13,17575773
2171,4,4,2,19,7.52,15635299
1762,3,1,2,34,8.09,12510158
644,4,2,1,5,4.5,7482248
344,2,1,1,26,2.58,3506738
2368,5,3,3,27,6.61,16772168
1814,5,4,2,10,9.6,16097798
2898,2,3,2,8,7.3,18962404
1301,1,4,2,27,2.11,8296441
1333,4,3,1,18,4.57,9101506
2340,5,4,2,38,9.24,16920871
573,1,1,3,20,6.71,6348714
2947,2,4,3,30,2.32,16934357
2079,1,3,1,41,7.52,13347465
4776,2,3,3,6,4.18,27853234
778,4,4,2,36,5.41,6886045
815,1,4,2,24,4.74,6549000
4586,4,2,3,27,7.53,27492647
1491,1,2,1,35,2.96,7358671
2968,2,1,2,16,4.5,16711641
1711,2,1,2,25,7.7,11693148
3580,1,1,1,27,7.34,20432902
571,2,1,2,36,2.82,3933109
442,3,1,3,16,4.16,6174139
3632,3,4,3,48,1.13,18639110
1087,4,2,1,16,5.77,9427284
1981,3,4,1,32,3.53,11257122
922,3,2,3,33,1.11,5434628
4141,5,2,1,22,4.82,24438743
3976,5,3,3,29,9.34,25028614
2872,5,3,1,26,9.31,19234196
3560,5,2,3,8,4.35,20956020
366,2,4,2,19,5.04,4719958
4586,4,2,2,22,3.18,26071078
4916,4,1,3,46,1.61,25060125
1440,3,4,2,18,7.25,11746207
2614,4,4,3,36,8.2,17128820
2832,3,2,1,44,8.92,17330903
